step,agent_0
100,0.07917592405574632
200,0.018982536066818528
300,0.08526669153301007
400,0.05555555555555555
500,0.08731399455735048
600,0.06035814925915826
700,0.10917694777758999
800,0.1308544744912183
900,0.005286919329927527
1000,0.03639888003446048
1100,0.05131349641773704
1200,0.07469729035839434
1300,0.024747286926535716
1400,0.0
1500,0.029197546639407105
1600,0.03462085001937734
1700,0.023618039295530895
1800,0.052598622417031934
1900,0.0023594180102241447
2000,0.07468592964824121
2100,0.052494531819602126
2200,0.060837381448068474
2300,0.0
2400,0.02244777628032345
2500,0.030837751855779427
2600,0.0
2700,0.039253931488479825
2800,0.04830122399692629
2900,0.013606482189267697
3000,0.012808170440751748
3100,0.0794512435846822
3200,0.0043524291259851786
3300,0.025047216476301825
3400,0.05430327868852459
3500,0.04621309370988447
3600,0.03844201979193098
3700,0.03580129940443963
3800,0.07345596803728983
3900,0.0667882379758377
4000,0.0
4100,0.04657769201908131
4200,0.11452184179456906
4300,0.06977133062999039
4400,0.047917140905986796
4500,0.0
4600,0.01525779159736785
4700,0.0775407625352458
4800,0.04316945954943957
4900,0.08664619111476403
5000,0.0703951630317426
5100,0.003744539213646765
5200,0.05265066357241279
5300,0.022789868769239077
5400,0.04103734641348162
5500,0.05469625644474333
5600,0.04772708522399142
5700,0.007872617497336332
5800,0.03798326927424825
5900,0.00935074100211715
6000,0.04125223613595706
6100,0.045904823567497574
6200,0.05460532782856581
6300,0.0664261976169247
6400,0.07173303421200225
6500,0.0015878416695020983
6600,0.030227984558234396
6700,0.01789587852494577
6800,0.018402154398563735
6900,0.07615180227603148
7000,0.05353075170842825
7100,0.12098827410621436
7200,0.019296818510484454
7300,0.005152462201199426
7400,0.03596295545190293
7500,0.035120594813516294
7600,0.07196129812537795
7700,0.0
7800,0.046710493796648704
7900,0.05373262645078091
8000,0.026966792957432584
8100,0.04257471651983307
8200,0.0
8300,0.03999620889015259
8400,0.07018508337914606
8500,0.0
8600,0.0
8700,0.03036472171422656
8800,0.049135464610026124
8900,0.09331060928845335
9000,0.0038921724088222575
9100,0.012496158967530473
9200,0.00836783988957902
9300,0.0
9400,0.04257060990585346
9500,0.029866219084760823
9600,0.033943508304036855
9700,0.0372888988966449
9800,0.0
9900,0.0
10000,0.08997331300038124
10100,0.028035859820700896
10200,0.0471441523118767
10300,0.08910670527957229
10400,0.0466060409223774
10500,0.03485420664891971
10600,0.07762113109706692
10700,0.010754229997132205
10800,0.048806460200550184
10900,0.0
11000,0.05488441461595824
11100,0.035838725734196115
11200,0.0
11300,0.012696756239673016
11400,0.056626266640174845
11500,0.049300369752773146
11600,0.0
11700,0.0
11800,0.0
11900,0.08328154133001865
12000,0.0
12100,0.0
12200,0.0004978426817125788
12300,0.0
12400,0.011260053619302948
12500,0.0
12600,0.015363980002438727
12700,0.0798673614400758
12800,0.027428530019203593
12900,0.01213351822503962
13000,0.031221374045801525
13100,0.04150853889943074
13200,0.0
13300,0.07390648567119155
13400,0.07463051178697935
13500,0.032357984401792134
13600,0.009784735812133072
13700,0.0
13800,0.08036677454153182
13900,0.024089263282346857
14000,0.0
14100,0.025931199880086936
14200,0.0
14300,0.022620842924041592
14400,0.0004851542790607413
14500,0.002371166613974075
14600,0.0
14700,0.023510971786833857
14800,0.03627959097912873
14900,0.0
15000,0.012044423588299703
15100,0.08568961795812649
15200,0.0
15300,0.08227004380118073
15400,0.02270763914599531
15500,0.037884631867660924
15600,0.032185206098249576
15700,0.067280163599182
15800,0.0935751063353481
15900,0.04374938137186974
16000,0.033798243672053724
16100,0.04178849902534113
16200,0.03469023919179914
16300,0.004347826086956522
16400,0.03978087429684915
16500,0.0
16600,0.002968311271560369
16700,0.0
16800,0.030638017496980124
16900,0.022423535743115973
17000,0.02350145233694217
17100,0.047590837282780414
17200,0.0
17300,0.018332117675662535
17400,0.013535561061091305
17500,0.009363295880149813
17600,0.013964313421256789
17700,0.009136011616650532
17800,0.03363968947978942
17900,0.015189500073735438
18000,0.02714427367377293
18100,0.0
18200,0.030374443571615607
18300,0.03125411238320832
18400,0.0337422234719342
18500,0.024668392106114528
18600,0.0763235294117647
18700,0.022497087030563773
18800,0.02899948082770897
18900,0.10759493670886076
19000,0.014390732902650924
19100,0.015310154089292769
19200,0.03301748559148188
19300,0.02549471451040638
19400,0.0
19500,0.016575653602667568
19600,0.0
19700,0.0
19800,0.0
19900,0.0
20000,0.025859752821063946
